country_code,indicator_code,year,value
NGA,UNDP.HDI,2015,0.53
RWA,UNDP.HDI,2015,0.525
ZAF,UNDP.HDI,2015,0.722
CMR,UNDP.HDI,2016,0.579
GHA,UNDP.HDI,2016,0.59
KEN,UNDP.HDI,2016,0.594
NGA,UNDP.HDI,2016,0.532
RWA,UNDP.HDI,2016,0.534
ZAF,UNDP.HDI,2016,0.722
CMR,UNDP.HDI,2017,0.581
GHA,UNDP.HDI,2017,0.594
KEN,UNDP.HDI,2017,0.599
NGA,UNDP.HDI,2017,0.534
RWA,UNDP.HDI,2017,0.539
ZAF,UNDP.HDI,2017,0.726
CMR,UNDP.HDI,2018,0.582
GHA,UNDP.HDI,2018,0.6
KEN,UNDP.HDI,2018,0.605
NGA,UNDP.HDI,2018,0.537
RWA,UNDP.HDI,2018,0.54
ZAF,UNDP.HDI,2018,0.732
CMR,UNDP.HDI,2019,0.582
GHA,UNDP.HDI,2019,0.609
KEN,UNDP.HDI,2019,0.611
NGA,UNDP.HDI,2019,0.544
RWA,UNDP.HDI,2019,0.55
ZAF,UNDP.HDI,2019,0.742
CMR,UNDP.HDI,2020,0.579
GHA,UNDP.HDI,2020,0.614
KEN,UNDP.HDI,2020,0.6
NGA,UNDP.HDI,2020,0.547
RWA,UNDP.HDI,2020,0.555
ZAF,UNDP.HDI,2020,0.724
CMR,UNDP.HDI,2021,0.574
GHA,UNDP.HDI,2021,0.618
KEN,UNDP.HDI,2021,0.608
NGA,UNDP.HDI,2021,0.554
RWA,UNDP.HDI,2021,0.562
ZAF,UNDP.HDI,2021,0.721
CMR,UNDP.HDI,2022,0.581
GHA,UNDP.HDI,2022,0.625
KEN,UNDP.HDI,2022,0.626
NGA,UNDP.HDI,2022,0.557
RWA,UNDP.HDI,2022,0.57
ZAF,UNDP.HDI,2022,0.737
CMR,UNDP.HDI,2023,0.588
GHA,UNDP.HDI,2023,0.628
KEN,UNDP.HDI,2023,0.628
NGA,UNDP.HDI,2023,0.56
RWA,UNDP.HDI,2023,0.578
ZAF,UNDP.HDI,2023,0.741
